region_name,region_population,avg_rainfall_mm,soil_quality_index,temperature_celsius,major_crop_type,crop_area_hectares,crop_yield_tonne,fertilizer_demand_kg,pesticide_demand_litre,seed_demand_kg,irrigation_need_index,market_price_index,agri_infrastructure_score,subsidy_level
Karnataka - West District 729,9101,573.3,54.1,31.4,Wheat,30.0,95.39,3040.5,49.25,1634.9,85.1,108.4,46.0,46.0
Karnataka - North District 730,62105,546.2,57.3,24.7,Rice,89.2,380.91,13912.6,198.82,3185.7,76.9,118.6,43.0,12.2
Tripura - North District 731,27536,228.6,32.6,22.2,Rice,50.4,31.79,7481.4,66.23,2010.7,83.2,110.4,63.9,18.6
Telangana - Coastal District 732,152978,396.1,34.8,27.8,Rice,122.2,547.85,16674.8,242.73,4692.5,81.7,107.1,69.2,0.0
Chhattisgarh - Delta District 733,22127,910.8,75.5,24.4,Pulses,30.0,74.95,1142.2,20.49,892.2,61.9,113.7,66.3,46.5
Maharashtra - Central District 734,9670,1218.1,71.2,28.3,Rice,30.0,261.85,3652.6,85.56,1278.6,64.7,97.3,60.8,31.7
Andhra Pradesh - Central District 735,37479,1054.1,67.5,25.7,Pulses,33.0,95.4,1432.7,23.76,912.0,71.1,107.5,66.8,2.2
Haryana - Urban District 736,29503,1392.3,24.6,21.0,Wheat,80.3,375.53,10947.4,99.95,4213.8,43.1,103.5,58.1,22.7
Assam - Urban District 737,50619,1904.9,57.5,36.9,Rice,54.9,515.15,6416.8,122.3,2201.5,31.3,98.4,61.7,0.0
Nagaland - South District 738,14474,1238.4,63.3,24.4,Pulses,30.0,107.06,1485.1,27.47,991.0,63.5,115.7,53.1,15.4
Tamil Nadu - Delta District 739,87651,881.7,39.0,25.5,Rice,170.6,622.49,28233.1,304.82,6123.3,72.3,113.6,60.3,0.0
Bihar - West District 740,27215,688.2,93.6,32.9,Maize,39.0,221.25,3369.6,78.48,731.5,68.6,110.7,53.5,28.2
Jharkhand - Hills District 741,27001,887.0,47.4,20.5,Wheat,33.6,184.79,3874.4,56.17,1670.1,55.2,100.8,42.7,24.5
Bihar - Rural District 742,19133,1061.8,66.9,28.2,Maize,37.0,213.63,3519.1,97.17,795.1,76.0,97.5,52.9,20.5
Manipur - Central District 743,5295,411.3,60.4,25.1,Maize,30.0,113.67,3210.9,78.55,634.5,91.6,117.4,44.4,59.7
Assam - Rural District 744,203080,971.5,41.0,22.4,Wheat,376.6,1349.08,41529.5,601.58,20725.9,70.1,101.4,88.3,0.0
Ladakh - North District 745,30578,1330.4,64.8,29.1,Wheat,43.4,210.65,4396.9,63.84,2033.6,29.3,96.6,67.9,16.5
Bihar - South District 746,16346,896.7,85.4,17.9,Maize,30.0,183.36,2774.7,84.07,587.0,70.0,96.9,36.2,52.8
Jharkhand - Plains District 747,42463,1011.5,55.4,27.0,Wheat,44.8,218.24,4391.5,62.02,2209.2,71.8,109.2,83.8,24.2
Goa - Plateau District 748,33959,1582.9,41.5,28.6,Pulses,44.3,89.62,2211.2,32.72,1333.4,40.8,113.6,61.6,27.3
Kerala - Delta District 749,4693,724.2,64.5,25.7,Rice,30.0,62.0,3682.3,51.11,1089.4,63.0,115.7,37.2,51.4
Nagaland - Central District 750,39600,1152.5,39.4,26.4,Rice,50.9,302.47,7041.9,112.05,1888.7,65.7,120.0,34.3,40.9
Madhya Pradesh - Delta District 751,57101,884.9,49.3,17.4,Wheat,67.7,110.38,5261.9,85.19,3272.1,70.8,117.7,50.8,15.4
Uttarakhand - South District 752,138220,825.4,60.0,26.3,Wheat,274.9,1382.19,27010.1,434.87,13296.7,60.7,95.8,66.7,0.0
Rajasthan - Central District 753,10257,1465.6,26.6,29.8,Rice,30.0,179.94,5278.5,67.49,1168.5,48.1,101.9,55.9,9.7
Puducherry - Plateau District 754,128300,1144.3,54.2,28.0,Pulses,160.6,242.73,6725.5,80.54,4627.3,41.4,107.0,57.7,0.0
Jammu & Kashmir - Plateau District 755,58602,755.3,56.8,20.0,Maize,76.7,452.07,9085.2,211.29,1516.5,55.3,104.5,53.1,0.0
Uttar Pradesh - East District 756,30090,1035.9,56.9,26.2,Rice,35.8,140.07,5017.3,59.08,1536.8,62.3,116.9,46.0,16.8
Madhya Pradesh - Hills District 757,31572,517.5,68.8,25.7,Wheat,36.6,125.63,3752.8,60.8,1659.1,90.3,107.5,42.4,11.1
Uttar Pradesh - South District 758,24921,526.0,51.3,27.3,Wheat,30.0,72.0,3251.8,37.78,1524.2,80.5,108.4,35.0,25.1
Punjab - South District 759,27086,1098.6,34.5,22.6,Rice,31.3,121.32,4520.5,63.26,1251.8,52.6,114.2,58.4,23.3
Madhya Pradesh - Urban District 760,25255,961.2,39.8,32.7,Wheat,38.2,194.57,4537.6,56.76,1723.2,68.6,102.5,36.8,44.1
Jharkhand - Coastal District 761,28045,466.4,24.4,33.7,Rice,31.4,107.49,4858.1,50.5,1265.9,78.1,123.9,61.7,26.5
Jammu & Kashmir - Delta District 762,26422,1358.8,42.4,23.8,Wheat,58.2,355.56,7196.9,97.6,2780.0,67.6,107.2,45.8,22.7
Meghalaya - Central District 763,30498,1123.6,62.8,28.3,Wheat,61.5,292.2,5301.4,91.43,3071.3,57.2,115.7,63.9,51.1
Uttar Pradesh - West District 764,13548,1546.2,55.8,29.8,Wheat,30.0,147.19,2863.5,64.5,1478.4,50.7,113.3,51.9,30.3
Haryana - Plains District 765,32834,1426.8,39.6,22.3,Maize,46.1,314.69,6513.6,128.15,881.5,27.3,117.9,62.0,13.8
Jharkhand - Central District 766,164183,986.4,71.5,23.2,Rice,331.5,1436.44,40212.6,789.73,12919.0,66.3,123.1,73.2,0.0
Kerala - West District 767,73903,1253.1,64.3,29.8,Maize,158.4,1166.62,20153.4,426.05,3239.5,55.0,93.1,86.0,0.0
Sikkim - Urban District 768,24990,426.4,38.5,26.3,Pulses,30.0,8.61,1665.9,14.0,1008.4,81.2,104.0,60.3,20.5
Odisha - North District 769,26593,1086.4,37.2,27.9,Rice,32.6,193.48,4693.5,61.86,1218.9,49.0,103.2,59.9,17.5
Jammu & Kashmir - Delta District 770,148195,1297.2,100.0,30.4,Wheat,294.1,2123.4,23345.9,589.14,14592.6,63.6,131.9,100.0,0.0
Tripura - South District 771,7982,1311.2,77.4,23.9,Wheat,30.0,205.54,2662.0,49.06,1411.3,49.1,102.1,52.3,13.2
Meghalaya - East District 772,12076,1349.4,10.5,27.8,Rice,30.0,139.9,5071.6,39.23,1318.3,67.9,99.4,58.4,32.9
Andhra Pradesh - Central District 773,49082,1105.3,72.3,31.7,Maize,30.0,156.76,3368.1,75.05,609.1,59.2,111.0,47.2,2.8
Telangana - Hills District 774,17225,1057.1,43.0,25.0,Maize,30.0,187.18,3852.6,97.05,616.0,62.8,107.7,38.2,22.7
Nagaland - North District 775,22888,1557.8,49.3,30.2,Rice,30.0,190.28,4522.1,60.7,1312.6,43.0,96.2,42.8,40.3
West Bengal - Plateau District 776,23265,1398.0,69.0,27.6,Rice,30.0,200.2,4084.1,82.85,1283.4,55.2,106.5,43.9,55.6
Tripura - West District 777,12802,1275.2,42.8,23.5,Maize,30.0,246.9,4067.4,96.15,668.1,33.2,116.2,36.9,29.8
Gujarat - Hills District 778,12906,1486.1,80.9,27.3,Maize,30.0,303.27,3297.1,95.2,643.8,53.3,105.3,71.1,39.0
Sikkim - Rural District 779,22460,1248.5,74.4,24.8,Rice,52.6,338.54,6584.3,96.93,2072.7,55.2,91.5,48.0,27.7
Uttarakhand - Coastal District 780,48890,823.9,71.1,33.0,Wheat,75.7,284.3,7897.3,118.23,3542.5,66.1,129.8,37.8,0.0
Tamil Nadu - Hills District 781,15514,647.4,56.1,32.2,Rice,30.0,110.0,3479.3,49.95,1269.5,82.3,114.3,60.2,23.6
Delhi - Rural District 782,20774,1350.0,52.3,32.2,Maize,30.0,222.25,3782.7,92.17,619.8,47.7,113.5,35.8,36.3
Assam - Delta District 783,16562,1120.9,50.4,28.4,Rice,30.0,201.76,4486.8,64.28,1203.1,69.1,109.3,43.7,49.2
Kerala - West District 784,18979,822.1,53.0,28.9,Wheat,30.0,119.84,3191.3,44.97,1525.6,83.9,105.4,53.2,29.8
Telangana - North District 785,19287,994.1,52.1,32.6,Maize,31.6,167.49,3456.6,80.24,589.5,76.0,101.3,71.4,24.1
Bihar - Plains District 786,100969,1346.2,49.4,23.9,Rice,198.6,1319.21,24020.0,390.49,8541.4,62.8,113.4,55.2,0.0
Nagaland - North District 787,5335,673.4,19.3,30.1,Maize,30.0,84.63,3807.4,74.45,608.4,90.7,98.2,31.6,43.0
West Bengal - South District 788,21586,1269.6,65.7,22.0,Wheat,30.0,167.63,2882.0,40.33,1397.9,47.7,103.7,43.3,40.1
Sikkim - North District 789,164920,1503.5,60.8,26.7,Pulses,313.5,607.67,12757.2,226.73,9842.9,46.7,99.0,88.6,0.0
Odisha - East District 790,80987,845.8,98.0,22.3,Maize,108.2,827.34,9470.6,339.94,2205.1,63.0,94.1,75.3,0.0
Uttar Pradesh - North District 791,21546,1889.4,54.1,25.5,Rice,30.0,276.2,4108.3,72.77,1340.2,37.8,109.4,52.3,28.8
Chhattisgarh - Coastal District 792,31140,1345.0,52.1,27.5,Wheat,42.7,243.1,5118.5,83.75,2419.1,39.2,110.9,57.4,30.7
Rajasthan - West District 793,15663,826.5,74.1,22.7,Maize,30.0,153.91,3210.7,79.45,596.2,86.7,101.7,55.5,24.2
Tamil Nadu - Rural District 794,49182,850.7,16.5,24.2,Wheat,104.1,335.0,11639.8,163.56,5069.7,65.4,117.4,47.7,12.8
Andhra Pradesh - South District 795,10580,1539.8,74.1,27.0,Maize,30.0,245.46,2977.0,107.52,593.2,39.5,100.7,58.6,52.8
Sikkim - Delta District 796,105039,791.6,38.0,27.5,Maize,124.4,658.36,14763.7,356.4,2343.8,87.1,108.5,70.9,0.0
Bihar - East District 797,8955,708.5,78.6,29.2,Rice,30.0,140.39,4135.2,81.47,1060.3,66.9,111.4,32.4,25.6
Himachal Pradesh - Valley District 798,116368,901.1,48.4,28.1,Maize,149.2,839.66,18532.9,347.78,2961.1,58.7,104.8,78.7,0.0
Tamil Nadu - Plains District 799,4869,832.8,74.5,32.0,Wheat,30.0,111.08,3333.1,39.64,1555.1,77.0,105.3,37.2,20.5
Ladakh - West District 800,28707,2051.7,48.4,24.4,Pulses,30.0,77.09,1527.4,21.82,883.5,24.9,99.9,44.9,0.0
Odisha - Rural District 801,34054,848.4,34.5,31.4,Maize,68.6,359.19,10079.3,194.29,1464.6,57.3,96.8,71.0,34.1
Punjab - West District 802,28393,1389.3,58.8,20.2,Maize,32.9,229.53,3887.6,85.82,637.9,48.6,95.9,56.3,15.1
Chhattisgarh - Plains District 803,48254,1490.2,50.3,27.7,Rice,106.4,826.12,13180.3,209.66,3978.3,50.5,103.7,54.9,5.4
Odisha - Coastal District 804,12095,831.8,66.9,21.9,Pulses,30.0,85.57,1084.7,16.14,904.8,67.9,112.2,68.8,52.5
Manipur - Valley District 805,29026,1048.9,74.6,22.8,Rice,54.3,233.4,6718.8,97.22,1982.6,70.5,109.5,44.0,34.3
Bihar - Valley District 806,10308,1626.5,72.0,27.9,Rice,30.0,198.25,3591.4,72.82,1182.3,47.6,95.4,51.2,37.5
Maharashtra - South District 807,32098,1237.1,58.1,25.2,Rice,82.7,449.72,11947.5,197.64,3118.5,55.5,111.2,42.6,17.6
Punjab - South District 808,18236,1400.9,54.3,28.8,Wheat,47.7,242.53,5050.6,61.1,2420.7,55.6,104.4,26.5,43.9
Odisha - Plateau District 809,3468,1123.1,75.4,32.8,Wheat,30.0,174.69,2392.9,47.54,1527.0,53.2,100.0,56.9,50.4
Maharashtra - North District 810,15002,1376.7,62.3,31.5,Wheat,30.0,151.67,3071.0,47.98,1595.4,50.5,107.3,58.9,37.5
Arunachal Pradesh - East District 811,14611,794.5,75.3,22.1,Rice,30.0,163.77,2854.5,67.18,1135.4,75.4,100.2,47.5,41.3
Uttar Pradesh - Urban District 812,39693,814.5,66.4,27.8,Wheat,70.1,240.1,6655.1,105.91,3356.8,76.0,119.4,14.1,21.9
Uttarakhand - Valley District 813,20879,708.2,85.6,33.0,Maize,31.8,163.32,3322.8,72.74,591.7,72.2,101.2,47.3,37.3
Telangana - South District 814,5615,507.7,51.2,27.6,Maize,30.0,115.5,3982.1,85.97,617.6,79.2,105.7,42.2,29.1
Meghalaya - Hills District 815,14333,763.5,51.0,21.9,Maize,30.0,158.14,3362.3,84.56,606.6,84.8,112.0,56.4,30.1
Puducherry - Rural District 816,13314,1094.1,48.1,28.1,Maize,30.0,134.02,3926.6,80.03,667.8,68.2,87.5,35.2,39.0
Punjab - East District 817,53615,833.1,85.5,29.7,Maize,79.1,374.41,7163.8,206.51,1669.7,69.0,115.1,41.8,2.5
Haryana - Valley District 818,10793,1316.9,87.2,15.4,Wheat,30.0,193.86,2642.0,50.2,1411.5,57.3,108.0,59.2,32.6
Kerala - South District 819,17556,2350.1,65.5,31.0,Wheat,30.0,275.97,2909.7,70.64,1397.8,22.3,89.6,51.4,30.2
Jammu & Kashmir - Urban District 820,31296,1071.7,50.3,28.1,Maize,49.8,329.24,6123.1,122.86,1129.5,69.6,87.7,49.4,28.0
Jammu & Kashmir - North District 821,62913,973.2,56.1,27.0,Maize,117.9,601.09,15722.7,297.79,2571.8,66.8,96.7,73.6,22.0
Goa - Urban District 822,50381,439.2,58.3,19.5,Rice,116.7,413.91,15533.3,224.57,4737.0,90.1,108.5,67.8,0.0
Bihar - Coastal District 823,40251,836.0,74.8,29.8,Maize,67.3,288.43,8187.5,163.12,1302.1,56.7,115.2,46.9,0.0
Madhya Pradesh - North District 824,47520,920.8,84.9,28.1,Wheat,69.0,403.54,6945.8,125.14,3592.5,87.2,98.5,51.3,18.6
Telangana - West District 825,19676,759.7,40.6,25.0,Maize,45.6,204.38,6010.1,113.46,919.3,77.7,103.2,47.3,47.4
Delhi - Plains District 826,38115,301.1,77.7,26.4,Wheat,68.4,70.67,6458.6,91.31,3367.6,92.7,102.2,45.5,4.2
Delhi - Rural District 827,76465,1024.2,69.4,26.3,Pulses,148.1,393.87,5914.4,117.14,4738.7,58.1,97.6,63.3,0.0
Uttar Pradesh - Central District 828,46885,1156.1,58.9,27.7,Rice,92.4,551.88,11596.9,188.71,3788.8,55.9,95.3,35.9,12.6
Ladakh - Rural District 829,32821,982.2,43.4,30.0,Maize,55.1,359.37,7524.1,180.8,1097.5,62.6,125.6,59.7,18.3
Nagaland - Valley District 830,24097,560.9,77.5,26.5,Rice,30.0,185.84,3457.8,50.41,1185.0,90.1,105.3,43.9,26.7
Karnataka - South District 831,17104,1151.3,41.5,19.8,Rice,30.0,122.7,3702.7,54.42,1202.8,65.1,98.1,45.7,37.5
Haryana - West District 832,9098,1301.9,42.9,28.5,Rice,30.0,196.58,4584.2,75.45,1073.5,36.2,104.9,59.3,36.6
Madhya Pradesh - East District 833,7701,333.1,31.6,21.6,Pulses,30.0,6.0,1417.1,15.49,821.6,100.0,99.8,37.8,58.2
Kerala - Plains District 834,16929,705.3,39.6,23.5,Maize,30.0,126.81,3929.8,73.64,631.4,76.6,117.0,43.7,36.4
Uttar Pradesh - Urban District 835,57989,1169.4,51.6,36.3,Rice,53.2,312.04,7682.5,114.68,2173.1,50.2,98.1,56.7,0.0
Kerala - South District 836,10204,1042.9,63.7,23.9,Pulses,30.0,42.53,1517.5,19.92,853.5,56.0,112.6,47.3,50.0
Jharkhand - West District 837,46663,1486.3,80.4,36.3,Pulses,135.8,458.78,4555.4,105.61,4027.6,53.0,115.3,53.9,17.2
Jammu & Kashmir - South District 838,20055,659.4,41.8,28.4,Maize,30.0,121.89,3133.7,84.95,598.8,74.3,87.0,78.7,43.3
Rajasthan - North District 839,20727,606.6,37.7,31.5,Wheat,34.8,134.5,3571.1,49.46,1729.5,66.3,98.6,61.0,33.2
Telangana - North District 840,17865,1118.8,45.4,27.5,Rice,30.0,124.23,3728.1,54.78,1280.8,60.4,106.5,43.6,32.1
Jammu & Kashmir - North District 841,14560,855.4,66.8,23.7,Rice,30.0,136.67,3462.7,62.44,1355.9,64.3,103.0,58.0,22.9
Meghalaya - Hills District 842,25171,891.1,66.8,25.2,Maize,36.7,152.36,3796.3,95.41,776.6,71.3,109.0,33.7,51.1
Telangana - East District 843,35032,1469.6,48.3,22.7,Maize,59.6,374.6,6566.5,169.75,1182.9,61.1,97.6,46.1,35.2
Assam - Plateau District 844,32366,1369.2,73.7,27.0,Maize,55.6,486.17,5651.0,189.69,1118.8,63.3,109.4,59.6,11.2
Odisha - West District 845,35080,1177.9,84.0,28.8,Wheat,78.2,457.53,7116.9,138.13,3421.7,51.2,105.1,55.2,4.7
Goa - Central District 846,33239,1692.4,62.4,28.3,Wheat,35.8,234.89,3421.4,66.14,1810.0,45.8,119.7,33.6,11.7
Maharashtra - North District 847,28960,1294.9,60.5,24.7,Maize,39.1,296.59,4513.2,121.94,694.2,57.8,106.3,38.2,36.8
Goa - Valley District 848,51108,713.5,41.9,28.6,Wheat,114.0,479.78,13456.9,226.91,5811.4,61.4,121.4,52.8,1.5
Rajasthan - North District 849,28073,1291.5,38.2,22.3,Maize,53.7,372.0,6829.0,172.02,1264.9,43.6,109.9,67.4,3.1
West Bengal - South District 850,58152,1384.9,56.6,27.0,Maize,119.3,958.86,15954.1,407.99,2389.2,48.6,106.8,55.5,0.0
Punjab - Delta District 851,51926,1278.6,55.3,26.0,Wheat,73.9,444.18,7008.5,123.59,4121.2,44.1,98.7,61.9,25.0
West Bengal - North District 852,32140,1637.7,49.4,22.4,Rice,51.4,405.89,7457.1,139.94,1874.7,40.7,88.7,46.2,18.4
Andhra Pradesh - Urban District 853,21168,673.2,70.3,27.0,Wheat,34.1,142.81,3597.9,43.71,1670.4,67.2,107.3,45.8,26.6
Tamil Nadu - Central District 854,80940,1992.3,58.2,23.7,Rice,141.2,1355.06,18264.3,404.12,5251.7,15.2,98.0,74.8,0.0
Tamil Nadu - East District 855,56050,817.2,92.6,26.7,Rice,86.1,408.54,8749.5,166.07,3485.3,65.8,99.3,59.4,15.6
Tripura - Central District 856,30845,855.3,46.3,24.1,Wheat,30.0,92.94,3542.2,32.91,1503.4,86.4,102.9,63.7,27.9
Odisha - Delta District 857,38633,679.4,43.5,28.6,Maize,70.1,349.84,8036.0,192.34,1329.1,63.2,105.3,41.1,19.2
Assam - Central District 858,54763,1209.3,52.2,22.2,Rice,94.4,535.16,11688.6,237.43,3858.0,50.4,105.9,63.1,0.0
Assam - East District 859,8071,1515.2,50.1,28.2,Rice,30.0,207.96,3828.7,77.26,1094.9,36.7,97.1,26.5,38.6
Arunachal Pradesh - West District 860,13131,2206.7,73.3,19.9,Rice,30.0,310.5,3939.7,77.43,1085.2,24.9,106.6,50.8,34.2
Sikkim - Plains District 861,43107,466.1,60.0,25.8,Rice,97.8,299.06,13883.2,180.55,3793.0,73.5,117.1,66.1,11.2
Manipur - Plateau District 862,47706,996.7,42.7,31.7,Maize,70.6,412.71,9491.3,187.45,1363.3,61.4,95.6,71.7,0.0
Punjab - West District 863,14212,1213.1,61.0,31.4,Rice,30.0,164.03,3770.4,60.7,1105.5,69.3,110.4,56.1,21.5
Punjab - Rural District 864,51136,1001.6,74.0,27.2,Rice,107.9,786.21,10607.4,210.24,4224.8,67.6,110.6,68.7,0.0
Haryana - North District 865,59031,1120.2,37.0,25.4,Rice,92.0,544.66,14771.0,207.18,3283.6,62.7,94.4,52.7,17.0
Uttarakhand - Plateau District 866,48147,934.9,66.7,22.0,Maize,85.4,669.9,8752.5,264.39,1704.6,62.6,106.0,40.0,17.0
Delhi - East District 867,32835,1705.9,33.0,20.8,Maize,48.6,427.55,7426.2,131.02,977.4,32.2,111.6,34.1,10.7
Rajasthan - Central District 868,19215,776.9,47.8,30.8,Pulses,38.9,12.08,1604.3,20.95,1032.4,66.9,114.9,60.5,20.0
Andhra Pradesh - Hills District 869,47240,810.4,32.9,25.2,Maize,58.0,208.88,8032.8,148.4,1240.8,58.9,105.0,63.9,0.0
Jammu & Kashmir - Hills District 870,8024,907.4,75.5,25.8,Maize,30.0,155.23,3282.6,71.68,606.3,70.1,104.9,49.5,62.2
Jammu & Kashmir - Hills District 871,16491,1736.1,78.3,26.7,Rice,30.0,279.98,3433.9,78.22,1153.4,34.4,113.6,36.4,12.0
Gujarat - Plains District 872,11526,777.2,59.8,26.4,Maize,30.0,140.0,2839.0,86.9,575.0,78.4,99.2,56.9,58.3
Meghalaya - Plains District 873,13749,1446.7,38.9,25.9,Wheat,30.0,147.88,3277.5,52.24,1544.0,51.9,107.8,53.9,36.4
Ladakh - Delta District 874,40601,1159.9,37.8,27.9,Rice,82.2,388.03,12140.4,164.11,2972.3,61.4,109.0,50.5,22.2
Jharkhand - North District 875,26628,1076.1,62.6,26.5,Rice,35.3,145.52,4207.2,65.05,1422.9,60.3,119.2,52.0,30.3
Meghalaya - Coastal District 876,32878,1149.1,64.3,28.3,Maize,30.0,180.22,3501.5,73.77,589.9,67.9,94.9,34.1,26.0
Arunachal Pradesh - Plateau District 877,17315,1195.2,38.9,27.8,Wheat,30.0,138.17,3726.5,47.25,1683.6,65.5,113.3,40.7,26.6
West Bengal - Urban District 878,46449,666.4,63.2,27.5,Maize,86.0,356.44,8722.8,177.11,1814.0,74.1,135.8,40.4,0.0
Bihar - Central District 879,15643,911.4,56.9,31.6,Rice,30.0,108.3,4763.1,55.16,1178.1,62.0,114.0,66.5,28.8
Rajasthan - Central District 880,56061,763.6,81.6,25.3,Maize,65.7,389.43,6089.8,178.95,1254.8,57.5,117.3,57.2,0.0
Telangana - Coastal District 881,43764,1002.5,50.9,29.0,Maize,49.7,345.76,5827.1,123.1,1016.5,59.1,102.9,30.8,27.5
Arunachal Pradesh - South District 882,29648,1081.9,40.2,29.0,Maize,30.0,173.2,3681.3,93.24,639.1,62.9,109.4,35.4,14.1
Nagaland - Plains District 883,53453,819.9,77.1,27.8,Maize,127.0,860.99,14036.8,351.29,2590.9,53.3,107.5,75.5,5.9
Haryana - South District 884,7921,1411.2,46.4,31.5,Maize,30.0,175.58,3487.9,80.6,618.3,52.7,90.7,55.3,52.4
Andhra Pradesh - East District 885,23228,714.0,47.5,27.8,Rice,30.0,97.64,4089.9,55.91,1146.2,90.6,125.9,51.5,31.2
West Bengal - Hills District 886,114995,1302.7,59.8,29.0,Rice,206.5,1218.22,24134.7,471.45,8530.9,40.9,105.0,72.5,0.0
Sikkim - Central District 887,25006,549.8,69.1,33.3,Wheat,30.1,59.76,3447.4,47.32,1487.0,86.5,123.3,43.5,26.5
Delhi - Plains District 888,17285,680.4,47.7,25.1,Maize,30.0,93.27,3717.2,70.58,529.1,80.4,117.1,57.2,36.3
Chhattisgarh - Urban District 889,92079,1922.3,59.0,30.1,Wheat,126.7,834.85,13192.3,216.96,5513.4,34.6,96.1,49.2,0.0
Bihar - West District 890,15042,1251.3,47.0,24.6,Rice,34.3,229.79,4904.0,73.93,1388.2,61.3,114.4,67.9,44.1
West Bengal - Valley District 891,42646,973.9,57.7,24.7,Rice,51.3,250.85,7533.2,118.34,1730.3,66.6,99.7,65.2,5.2
Puducherry - Valley District 892,41152,1541.5,85.5,26.9,Maize,33.8,331.67,3359.3,108.69,687.3,43.0,88.3,45.5,24.3
Uttar Pradesh - West District 893,58874,1139.1,56.7,22.5,Maize,98.1,535.02,10702.8,300.39,2016.6,49.8,91.3,30.3,0.0
Assam - Hills District 894,14034,1373.9,70.4,22.3,Wheat,30.0,174.07,2990.8,64.23,1362.6,41.9,100.9,50.3,59.3
Puducherry - Delta District 895,38514,849.2,34.5,25.0,Wheat,78.4,213.36,8976.6,81.98,3999.7,59.6,104.7,41.3,28.4
Meghalaya - East District 896,171112,575.0,42.8,34.4,Maize,258.3,789.65,35015.5,458.58,4894.9,68.6,94.1,75.1,0.0
Uttar Pradesh - Delta District 897,33855,1402.2,52.0,24.2,Maize,66.0,502.77,9727.5,242.95,1596.9,47.7,102.1,59.5,0.6
Karnataka - Valley District 898,57481,1063.1,71.8,31.4,Rice,114.8,732.22,14538.7,182.36,4296.0,55.3,112.3,52.5,18.3
Ladakh - North District 899,19331,1028.0,42.6,24.6,Maize,30.0,157.75,3915.4,68.79,543.9,68.4,102.9,60.0,48.8
Bihar - Urban District 900,17815,966.1,66.7,27.0,Rice,32.7,175.5,3549.8,50.48,1412.1,56.8,100.2,45.9,57.5
Odisha - Rural District 901,35431,676.6,66.2,24.2,Maize,38.9,204.57,4260.2,125.46,781.1,81.7,97.1,45.5,17.9
Karnataka - Valley District 902,44121,1016.8,56.6,26.9,Maize,86.2,526.75,10870.3,257.59,1957.0,57.7,103.9,63.3,6.0
Bihar - West District 903,74803,902.2,72.3,23.1,Wheat,101.5,455.52,9004.1,136.91,5537.8,85.1,116.8,66.3,0.0
Kerala - Coastal District 904,38989,1547.4,61.1,30.8,Wheat,31.9,171.13,2846.4,46.85,1751.7,49.1,106.0,31.4,4.7
Meghalaya - Valley District 905,15024,1224.8,65.1,18.9,Rice,30.0,197.28,3776.5,78.17,1268.8,52.4,103.1,34.6,36.8
Rajasthan - Central District 906,41292,1364.2,75.1,25.6,Maize,42.1,325.67,4665.1,104.01,854.8,54.6,114.9,69.6,10.9
Puducherry - Plateau District 907,138179,932.8,70.8,30.2,Wheat,202.7,1262.81,17090.9,246.51,11144.2,64.2,83.1,80.6,0.0
Tripura - Coastal District 908,54105,1135.4,56.5,24.3,Rice,103.0,781.7,14319.4,295.38,4599.1,57.6,100.8,51.7,7.8
Arunachal Pradesh - East District 909,57248,2462.8,51.1,25.4,Maize,111.8,1425.26,12872.3,405.11,2293.2,13.8,106.3,76.4,0.0
Kerala - Coastal District 910,35270,1466.9,70.2,29.3,Rice,71.6,562.58,7655.8,162.2,3005.8,41.8,99.5,58.4,30.4
Puducherry - Delta District 911,3722,1032.6,61.9,23.7,Rice,30.0,148.98,4834.6,53.65,1192.0,63.8,86.4,51.7,43.3
Tripura - Urban District 912,2601,1199.4,43.5,27.6,Rice,30.0,133.01,4576.2,62.03,1161.2,43.2,104.7,47.0,48.8
Karnataka - Urban District 913,14271,1224.2,70.9,28.5,Maize,30.0,237.7,3212.8,91.73,608.5,53.2,105.7,76.3,40.7
Nagaland - Urban District 914,20657,1553.2,71.4,30.9,Wheat,42.4,321.61,3740.5,77.38,2167.7,45.4,96.9,29.7,27.9
Odisha - Delta District 915,79375,1428.1,59.3,29.0,Rice,165.4,1288.31,22228.8,342.02,7085.4,35.8,106.1,53.5,0.0
Himachal Pradesh - Plateau District 916,66016,582.7,27.7,22.6,Rice,80.1,184.36,12547.3,127.11,3201.9,76.9,119.0,25.3,0.0
Kerala - Urban District 917,23866,758.3,45.8,24.4,Wheat,31.1,99.39,3708.4,47.26,1678.9,86.8,105.6,59.5,39.3
Puducherry - East District 918,25760,1313.6,79.5,28.4,Maize,60.6,370.15,7277.4,147.32,1183.1,46.5,98.8,55.3,18.0
Telangana - East District 919,30510,1807.0,38.6,28.1,Wheat,60.6,445.01,6424.8,101.62,3043.1,40.4,101.3,57.1,12.5
Himachal Pradesh - Urban District 920,44361,545.2,61.0,33.4,Wheat,82.5,286.67,7769.4,85.44,4048.0,71.6,128.2,64.1,0.0
Gujarat - Central District 921,14866,1445.3,47.0,24.6,Rice,30.0,175.9,4108.5,60.01,1329.7,63.6,101.6,48.6,42.9
Jharkhand - Urban District 922,11278,1085.0,40.1,20.5,Maize,30.0,141.52,3766.6,74.14,586.8,65.1,122.6,35.2,31.9
Nagaland - Hills District 923,109475,1206.2,52.7,29.1,Rice,312.5,1642.54,45439.8,583.44,11522.2,73.1,98.7,53.8,0.0
Goa - Coastal District 924,66305,1295.8,61.1,27.8,Wheat,118.5,757.91,11128.9,172.99,5882.5,61.7,104.5,65.8,7.0
